Country_ISO,Year,ESG_G_Regulatory_Quality,ESG_G_Rule_of_Law,ESG_G_Political_Stability,ESG_G_Gov_Effectiveness
BRA,2024,-0.2945386,-0.446218,-0.5205702,-0.224003
BRN,2010,1.0035146,0.6410918,1.2633781,0.7436709
BRN,2011,1.0180884,0.6708764,0.9587232,0.7425023
BRN,2012,0.9898506,0.6338542,0.901649,0.7478848
BRN,2013,1.0783592,0.4689994,0.9634698,0.8076506
BRN,2014,1.0142248,0.4540224,1.2566861,1.1383825
BRN,2015,0.9482167,0.3745893,1.2031979,1.1373096
BRN,2016,0.7803651,0.2656862,1.0333017,0.9756594
BRN,2017,0.8630799,0.2936459,1.0788022,1.0134455
BRN,2018,0.8702446,0.3405091,1.1449838,1.0202584
BRN,2019,0.8013123,0.2885457,1.0980607,1.0771038
BRN,2020,0.8099842,0.5634206,1.1645233,1.0752528
BRN,2021,0.86713,0.5616354,1.1632013,1.0763513
BRN,2022,0.8654815,0.6385844,1.175984,0.9849534
BRN,2023,0.8078928,0.638307,1.3348873,0.9854734
BRN,2024,0.8869612,0.5876078,1.2027245,0.8351988
BGR,2010,0.4826727,-0.2998251,0.3736482,-0.2958077
BGR,2011,0.3293894,-0.3367214,0.3085567,-0.2805498
BGR,2012,0.3314826,-0.2175182,0.3911291,-0.202198
BGR,2013,0.2963471,-0.231316,0.1704694,-0.1532468
BGR,2014,0.3082609,-0.2149399,0.242071,-0.1542943
BGR,2015,0.4178283,-0.2080985,0.1823906,-0.1097245
BGR,2016,0.5564144,-0.1981219,0.2073039,-0.0689039
BGR,2017,0.5379574,-0.2333326,0.4061393,-0.0494362
BGR,2018,0.4816346,-0.1406672,0.592909,-0.0244659
BGR,2019,0.4580563,-0.1405825,0.5788167,0.0359426
BGR,2020,0.3077122,-0.1505346,0.4210468,-0.0577386
BGR,2021,0.3229289,-0.0377457,0.4063981,-0.014807
BGR,2022,0.2475956,-0.0998029,0.3269733,-0.0737381
BGR,2023,0.351784,-0.0265936,0.3144686,0.1061571
BGR,2024,0.2880342,-0.0333423,0.0399268,0.0428203
BFA,2010,-0.158147,-0.2252125,-0.3146407,-0.518394
BFA,2011,-0.1929471,-0.4159968,-0.6837156,-0.5279818
BFA,2012,-0.2465216,-0.3619491,-0.6478491,-0.6191411
BFA,2013,-0.2644979,-0.511934,-0.7949543,-0.6252001
BFA,2014,-0.3527309,-0.5499377,-0.6998294,-0.5627279
BFA,2015,-0.4192478,-0.5251363,-0.6795154,-0.6531111
BFA,2016,-0.425305,-0.4865242,-0.9073878,-0.5249352
BFA,2017,-0.4159012,-0.4398187,-0.8556656,-0.5109375
BFA,2018,-0.4237639,-0.406209,-0.96189,-0.4822964
BFA,2019,-0.4675262,-0.4085226,-1.1957066,-0.627609
BFA,2020,-0.4990944,-0.4189161,-1.4159765,-0.6308904
BFA,2021,-0.4590282,-0.4010846,-1.5801637,-0.7464479
BFA,2022,-0.497674,-0.6266501,-1.8210207,-0.8714085
BFA,2023,-0.4822862,-0.7145087,-2.0423169,-0.864281
BFA,2024,-0.5255615,-0.8838586,-1.9063314,-0.8748674
BDI,2010,-1.0249273,-1.2592986,-1.6874837,-1.2006202
BDI,2011,-0.9745078,-1.2594938,-1.8431842,-1.1611384
BDI,2012,-0.9255712,-1.1556781,-1.9079102,-1.1869228
BDI,2013,-0.975191,-1.1696059,-1.6757154,-0.8972943
BDI,2014,-0.8596114,-1.1036389,-1.061743,-0.8758081
BDI,2015,-0.87741,-1.3206989,-2.0364509,-0.9257032
BDI,2016,-0.8927645,-1.4032903,-2.106715,-1.0721309
BDI,2017,-0.8542464,-1.3274144,-2.0904201,-0.9217583
BDI,2018,-0.9758328,-1.3842373,-1.6236794,-1.0293582
BDI,2019,-0.9261778,-1.3300858,-1.6692963,-0.9766193
BDI,2020,-1.0171598,-1.321212,-1.4952681,-1.0934389
BDI,2021,-1.0000412,-1.3122824,-1.3783559,-1.1242343
BDI,2022,-0.9203619,-1.3217137,-1.2808953,-1.1809945
BDI,2023,-0.882728,-1.3078559,-1.2840156,-1.108269
BDI,2024,-0.8138576,-1.3028277,-1.3763566,-1.0060869
CPV,2010,-0.1195222,0.5682754,1.0110449,0.107822
CPV,2011,-0.0077972,0.5883838,1.0171202,0.1311091
CPV,2012,-0.0338919,0.6063501,0.8408258,0.1117572
CPV,2013,-0.1824181,0.596241,0.8049926,0.07416
CPV,2014,-0.1956659,0.6666182,0.6455106,0.1923468
CPV,2015,-0.213468,0.6784725,0.8435225,0.3232931
CPV,2016,-0.1817907,0.6852921,0.827822,0.2898294
CPV,2017,-0.1391468,0.701514,0.7203252,0.3194131
CPV,2018,-0.2070297,0.7400744,0.8387813,0.345416
CPV,2019,-0.054116,0.7683294,0.8393375,0.383949
CPV,2020,0.0022027,0.6687901,0.839032,0.3949941
CPV,2021,0.0657809,0.4863826,0.8339009,0.2774591
CPV,2022,0.0965552,0.4774863,0.8359641,0.3600121
CPV,2023,0.0966797,0.422484,0.8691911,0.361672
CPV,2024,0.0451434,0.424201,0.7695825,0.4151952
KHM,2010,-0.4119898,-1.233226,-0.3874276,-0.814118
KHM,2011,-0.6605773,-1.1516075,-0.3236001,-0.7478373
KHM,2012,-0.5165399,-1.0805729,-0.3771588,-0.7009489
KHM,2013,-0.4911397,-1.1547168,-0.3707293,-0.8143031
KHM,2014,-0.6121749,-1.1952691,-0.2628078,-0.5981221
KHM,2015,-0.6326758,-1.2627563,-0.1585169,-0.5898441
KHM,2016,-0.5672759,-1.2323005,-0.0778583,-0.572328
KHM,2017,-0.6039965,-1.1879588,-0.1538528,-0.4673244
KHM,2018,-0.5908086,-1.2191229,-0.1054427,-0.4851255
KHM,2019,-0.6492291,-1.1306816,-0.1935314,-0.5152334
KHM,2020,-0.696444,-1.1462953,-0.2401873,-0.5904535
KHM,2021,-0.6885401,-1.1477048,-0.1486895,-0.643403
KHM,2022,-0.6946692,-1.1151898,-0.0739156,-0.4625515
KHM,2023,-0.6762373,-1.099508,0.1346422,-0.4160661
KHM,2024,-0.6313721,-1.0562612,0.1284232,-0.2935013
CMR,2010,-0.7502651,-1.0110913,-0.6655279,-0.8190524
CMR,2011,-0.8149315,-1.0550838,-0.7430463,-0.8421703
CMR,2012,-0.9033095,-1.1055169,-0.7987418,-0.8326177
CMR,2013,-0.9187625,-1.1695625,-0.8313342,-0.7950544
CMR,2014,-0.8083541,-1.0563501,-0.9216987,-0.5751346
CMR,2015,-0.7586864,-1.0900712,-1.0831153,-0.6267228
CMR,2016,-0.7135794,-1.0885149,-1.1424059,-0.6124981
CMR,2017,-0.7908965,-1.1183069,-1.1934513,-0.6251
CMR,2018,-0.7746015,-1.1423927,-1.4691248,-0.6780214
CMR,2019,-0.7732119,-1.1892427,-1.6172731,-0.7379684
CMR,2020,-0.7462458,-1.2272568,-1.6215792,-0.8271415
CMR,2021,-0.8167199,-1.2194535,-1.578683,-0.7877108
CMR,2022,-0.7549413,-1.2120562,-1.6950827,-0.7843452
CMR,2023,-0.7393914,-1.2400721,-1.6104201,-0.7787017
CMR,2024,-0.7286715,-1.2537215,-1.556804,-0.8007887
CAN,2010,1.6328448,1.6001704,1.0176806,1.8008051
CAN,2011,1.5988621,1.5766277,1.0765359,1.8561632
CAN,2012,1.7284567,1.6013849,1.0932951,1.9358475
CAN,2013,1.7532264,1.5897423,1.0153332,1.8530136
CAN,2014,1.6824307,1.6432199,1.1626133,1.9138517
CAN,2015,1.6588804,1.7204594,1.1827978,1.8766375
CAN,2016,1.7705123,1.7286564,1.1623092,1.8665128
CAN,2017,1.8439556,1.7126573,1.0192144,1.9509261
CAN,2018,1.642282,1.7028344,0.9371514,1.8344901
CAN,2019,1.6826483,1.682264,0.9041813,1.8495246
CAN,2020,1.5928788,1.5585901,0.9455077,1.6877631
CAN,2021,1.6316738,1.5493331,0.7604154,1.682819
CAN,2022,1.6322148,1.5052581,0.5074459,1.8072447
CAN,2023,1.572456,1.4361681,0.6267803,1.7452669
CAN,2024,1.3622118,1.4608299,0.5984769,1.7591249
CYM,2010,1.2676821,0.8333611,1.246168,1.0023954
CYM,2011,1.2681736,0.8378745,1.2412396,1.0015699
CYM,2012,1.2628039,0.836155,1.2407194,1.0017778
CYM,2013,1.262008,0.8323114,1.2391298,1.00201
CYM,2014,0.9620849,0.4998544,1.2758384,1.1162778
CYM,2015,0.967153,0.7831642,1.2746191,1.1145462
CYM,2016,0.9683381,0.7834464,0.9743726,1.1151481
CYM,2017,0.969592,0.7827559,0.974877,1.1153436
CYM,2018,1.0785257,0.7834367,0.978425,1.1164167
CYM,2019,1.0799235,0.7833496,1.275357,1.1174627
CYM,2020,1.0775435,0.7841015,1.2749256,0.9047216
CYM,2021,1.0765863,0.8542534,1.4633939,1.1162482
CYM,2022,1.074035,0.8305979,1.4663069,1.1842957
CYM,2023,1.0743068,0.8301979,1.4667806,1.1850832
CYM,2024,1.0749224,0.8301334,1.4607897,1.1842501
CAF,2010,-1.1011777,-1.3182623,-1.7167201,-1.4094241
CAF,2011,-1.1159256,-1.3336277,-1.5684755,-1.4041863
CAF,2012,-1.1406329,-1.4283661,-1.8710274,-1.4247717
CAF,2013,-1.4160967,-1.8659188,-2.1491589,-1.5187178
CAF,2014,-1.5184462,-1.8093264,-2.4862537,-1.6249509
CAF,2015,-1.5173593,-1.7074828,-1.8904664,-1.6179467
CAF,2016,-1.4327731,-1.6889029,-1.698431,-1.5617326
CAF,2017,-1.4177784,-1.6052805,-1.8265104,-1.5629538
CAF,2018,-1.3677627,-1.553388,-1.8936363,-1.5339025
CAF,2019,-1.3673824,-1.5839953,-1.8528537,-1.5816743
CAF,2020,-1.365152,-1.5623816,-2.3306101,-1.6123187
CAF,2021,-1.3937882,-1.5476834,-2.1689304,-1.5775561
CAF,2022,-1.3694827,-1.6673355,-1.9022515,-1.5903191
CAF,2023,-1.3283436,-1.7248503,-1.8741718,-1.5707645
CAF,2024,-1.268058,-1.7147975,-1.8329469,-1.57655
TCD,2010,-1.2069765,-1.5453464,-1.0897467,-1.2969073
TCD,2011,-1.2004469,-1.5398844,-1.1533318,-1.2335999
TCD,2012,-1.2158533,-1.5565184,-1.1726684,-1.3185712
TCD,2013,-1.2243702,-1.5512159,-1.1891301,-1.2533334
TCD,2014,-1.1659712,-1.3726839,-1.3290695,-1.2514726
TCD,2015,-1.150013,-1.3612518,-1.1227573,-1.232359
TCD,2016,-1.14236,-1.4004476,-1.3417072,-1.1872693
TCD,2017,-1.0916494,-1.3185396,-1.3677159,-1.10043
TCD,2018,-1.124001,-1.3574546,-1.3603311,-1.178056
TCD,2019,-1.151166,-1.3211831,-1.4521212,-1.26227
TCD,2020,-1.1473695,-1.3334326,-1.4524146,-1.2291822
TCD,2021,-1.0888251,-1.3430721,-1.689273,-1.2404592
TCD,2022,-1.0433507,-1.3819125,-1.6491593,-1.1754288
TCD,2023,-1.083941,-1.454847,-1.6839155,-1.2154601
TCD,2024,-1.0878516,-1.4446512,-1.7789322,-1.1005006
CHL,2010,1.4678973,1.2297551,0.9018874,1.155394
CHL,2011,1.4886588,1.1056868,0.5996883,1.2408511
CHL,2012,1.5473793,1.1356496,0.592861,1.2838887
CHL,2013,1.5014762,1.0732241,0.574319,1.2255779
CHL,2014,1.3238528,1.057621,0.7184817,1.1023819
CHL,2015,1.2230295,1.0033345,0.6780588,1.0506453
CHL,2016,1.2761322,0.9892533,0.5937207,0.9734877
CHL,2017,1.2402076,0.9674315,0.5894191,0.9620758
CHL,2018,1.1753875,0.9580736,0.6742085,1.0356277
CHL,2019,1.0772532,0.9142445,0.1657239,1.0469727
CHL,2020,0.8902664,0.7392409,0.1362588,0.8727629
CHL,2021,0.8736894,0.7564837,0.146317,0.8697585
CHL,2022,0.8278003,0.7437613,-0.004406,0.8753581
CHL,2023,0.8474903,0.6647803,0.0876667,0.9969509
CHL,2024,0.7807061,0.6910553,0.1213566,0.964461
CHN,2010,-0.1275767,-0.7004332,-0.6176124,-0.1269778
CHN,2011,-0.0991738,-0.5970818,-0.6326472,-0.104167
CHN,2012,-0.2489079,-0.6914989,-0.6177714,-0.1320098
CHN,2013,-0.262572,-0.7950213,-0.5627312,-0.1410284
CHN,2014,-0.1691285,-0.6904443,-0.5238561,0.4896286
CHN,2015,-0.1789518,-0.6620808,-0.5462433,0.5336101
CHN,2016,-0.1479138,-0.6211726,-0.5014418,0.543189
CHN,2017,-0.0708427,-0.5354403,-0.203288,0.5787617
CHN,2018,-0.0905581,-0.5204445,-0.2370036,0.5311035
CHN,2019,-0.0619234,-0.5515574,-0.1385887,0.6706547
CHN,2020,-0.0666201,-0.5093696,-0.3026613,0.5674972
CHN,2021,-0.0246937,-0.5386195,-0.259168,0.6669456
CHN,2022,-0.0908271,-0.5638644,-0.2490582,0.5292387
CHN,2023,-0.0818839,-0.5522607,-0.1744515,0.7776287
CHN,2024,-0.0712903,-0.5793198,-0.1533364,0.8957842
COL,2010,0.056311,-0.3609875,-1.3306958,-0.1486694
COL,2011,0.2180915,-0.3902442,-1.1659142,-0.0530657
COL,2012,0.221908,-0.4476643,-1.3314327,-0.1049844
COL,2013,0.2360812,-0.4836866,-1.2990938,-0.0488965
COL,2014,0.2562707,-0.4114652,-0.9953313,-0.2072724
COL,2015,0.3094832,-0.3995338,-0.9555119,-0.134012
COL,2016,0.2729462,-0.3488186,-0.8735481,-0.1150666
COL,2017,0.1683573,-0.3653829,-0.7799485,-0.1489232
COL,2018,0.108854,-0.4220109,-0.6655619,-0.1139281
COL,2019,0.2323351,-0.4527571,-0.9052968,-0.0738128
COL,2020,0.160839,-0.4824956,-0.6819314,-0.082969
COL,2021,0.2365791,-0.506983,-1.0147831,-0.0318011
COL,2022,0.1864213,-0.5296476,-0.809182,0.0015825
COL,2023,0.1365735,-0.5648803,-0.7993485,-0.0421246
COL,2024,0.0133922,-0.5597434,-0.9708732,-0.1110991
COM,2010,-1.4802115,-1.0378139,-0.4825094,-1.6305278
COM,2011,-1.4683113,-1.0345801,-0.5277008,-1.6969104
COM,2012,-1.4250109,-1.0292356,-0.3950629,-1.5902603
COM,2013,-1.3969175,-0.9649467,-0.2395935,-1.527998
COM,2014,-1.2510772,-0.8098073,-0.0153217,-1.3214626
COM,2015,-1.2404562,-0.7631998,-0.0966782,-1.4105773
COM,2016,-1.223077,-0.7360739,-0.2599683,-1.3535015
COM,2017,-1.222602,-0.824428,-0.1999982,-1.2955426
COM,2018,-1.2410959,-0.9141433,-0.407626,-1.313442
COM,2019,-1.2136277,-0.981524,-0.4550338,-1.3431515
COM,2020,-1.2775189,-1.0663536,-0.4562829,-1.374859
COM,2021,-1.330504,-1.1021442,-0.3981267,-1.5520366
COM,2022,-1.2493257,-1.1797093,-0.374766,-1.3767923
COM,2023,-1.2848742,-1.134272,-0.3743498,-1.2489279
COM,2024,-1.2486088,-1.1308597,-0.2212743,-1.2085975
COD,2010,-1.4561432,-1.6164088,-2.0298993,-1.6776721
COD,2011,-1.4304309,-1.6378424,-2.1644541,-1.6387841
COD,2012,-1.4086777,-1.6723684,-2.2167967,-1.5733358
COD,2013,-1.2472691,-1.6163831,-2.2257153,-1.369127
COD,2014,-1.2192687,-1.5509733,-2.2481931,-1.4008887
COD,2015,-1.265019,-1.5700316,-2.0107422,-1.4727107
COD,2016,-1.207594,-1.5272327,-2.2189353,-1.3846284
COD,2017,-1.281525,-1.5995942,-2.2633784,-1.4588281
COD,2018,-1.2952622,-1.656956,-1.8967124,-1.5190922
COD,2019,-1.3641956,-1.649235,-1.6467983,-1.57826
COD,2020,-1.3686959,-1.6143214,-1.8062929,-1.6808836
COD,2021,-1.3231263,-1.5312265,-1.6314631,-1.7049551
COD,2022,-1.3074062,-1.5809744,-1.8455557,-1.7341162
COD,2023,-1.2580246,-1.6055436,-1.9812287,-1.6579504
COD,2024,-1.2848458,-1.6266053,-2.1191762,-1.6934449
COG,2010,-1.1313015,-1.2170422,-0.532351,-1.1177022
COG,2011,-1.1564755,-1.2164845,-0.6251959,-1.1032116
COG,2012,-1.1262868,-1.1966054,-0.6683923,-1.0475415
COG,2013,-1.0833788,-1.182882,-0.5775904,-1.1096762
COG,2014,-1.0410129,-1.1269949,-0.4742737,-0.929383
COG,2015,-0.9831998,-1.0761749,-0.7582165,-0.8351827
COG,2016,-1.0632459,-1.1470002,-0.760806,-0.8123243
COG,2017,-1.18652,-1.1856071,-0.7695685,-0.8685556
COG,2018,-1.1717606,-1.2048968,-0.6896411,-0.9770525
COG,2019,-1.2153336,-1.2224067,-0.5963817,-0.9420603
COG,2020,-1.3205808,-1.2489371,-0.5758284,-1.1735413
COG,2021,-1.1613755,-1.2333168,-0.5174199,-1.1895932
COG,2022,-1.2181294,-1.2067389,-0.1445911,-1.1313765
COG,2023,-1.1865166,-1.1829206,-0.1994604,-1.1669408
COG,2024,-1.1515624,-1.1785603,-0.2584147,-1.110638
COK,2010,-0.5506151,-0.4376712,1.5857688,-0.4916805
COK,2011,-0.5491563,-0.3779455,1.5716047,-0.4670792
COK,2012,-0.8754016,-0.7065176,1.5701095,-0.7884165
COK,2013,-0.8782915,-0.7442138,1.5655411,-0.7876085
COK,2014,-0.8847304,-0.7251806,1.5813217,-0.7549339
COK,2015,-0.8663282,-0.7083915,..,-0.7609589
COK,2016,..,..,..,..
COK,2017,..,..,..,..
COK,2018,..,0.9806873,0.9824054,..
COK,2019,..,1.0985605,1.1021535,..
COK,2020,..,1.1914175,1.1883308,..
COK,2021,..,1.2138301,1.2207442,..
COK,2022,-0.2207362,0.8009975,1.194571,0.0321933
COK,2023,-0.2190434,0.7985852,1.1960811,0.0389791
COK,2024,0.060701,0.9340503,1.1769798,0.5262603
CRI,2010,0.6253571,0.6499221,0.7938234,0.4026744
CRI,2011,0.5711371,0.4626021,0.6316858,0.3641095
CRI,2012,0.6859128,0.4471085,0.655542,0.4335446
CRI,2013,0.7356994,0.4576895,0.6591343,0.3382818
CRI,2014,0.524805,0.5463937,0.6803966,0.3669615
CRI,2015,0.6166595,0.5212516,0.7458992,0.3596651
CRI,2016,0.6548876,0.5143501,0.7331119,0.315527
CRI,2017,0.5457847,0.54111,0.7405908,0.3339142
CRI,2018,0.6513804,0.518591,0.6346654,0.3528682
CRI,2019,0.6689887,0.5808637,0.6261254,0.3043657
CRI,2020,0.5391413,0.6316985,0.9250217,0.2258033
CRI,2021,0.5605961,0.6104539,1.0171458,0.2714874
CRI,2022,0.5923863,0.6675589,1.1460641,0.1212348
CRI,2023,0.5745299,0.6431263,1.1842629,0.3340948
CRI,2024,0.5818279,0.6167412,1.1756544,0.2868975
CIV,2010,-0.9544514,-1.2583646,-1.8498938,-1.2514065
CIV,2011,-0.9415677,-1.3422528,-1.6395136,-1.20852
CIV,2012,-0.797894,-1.0393026,-1.5191192,-1.0666458
CIV,2013,-0.7101269,-0.9376194,-1.2086343,-0.9238056
CIV,2014,-0.5486818,-0.6596147,-1.0370019,-0.7218402
CIV,2015,-0.4458059,-0.6916479,-0.7838544,-0.5999604
CIV,2016,-0.4435669,-0.6799724,-0.8652379,-0.6103532
CIV,2017,-0.4052154,-0.6942498,-1.0411412,-0.5958625
CIV,2018,-0.297267,-0.6230846,-0.9182691,-0.5079239
CIV,2019,-0.3160613,-0.5998995,-1.0134615,-0.4891342
CIV,2020,-0.3211995,-0.618331,-1.1671279,-0.4875808
CIV,2021,-0.289141,-0.6527655,-0.8955878,-0.5005974
CIV,2022,-0.2155259,-0.6021757,-0.7163175,-0.354842
CIV,2023,-0.1888771,-0.6022948,-0.7874489,-0.3185096
CIV,2024,-0.1669572,-0.5781441,-0.8438331,-0.3157177
HRV,2010,0.3131224,0.2139766,0.6992294,0.2868905
HRV,2011,0.2745086,0.240209,0.6832234,0.240585
HRV,2012,0.2064496,0.267695,0.6651026,0.4012631
HRV,2013,0.2263801,0.2615987,0.6983074,0.4156062
HRV,2014,0.1190738,0.3591069,0.6331008,0.4256344
HRV,2015,0.1462806,0.333543,0.611397,0.2567445
HRV,2016,0.180344,0.3047754,0.6354526,0.2649439
HRV,2017,0.2956415,0.3433337,0.6251591,0.404068
HRV,2018,0.3955931,0.2554052,0.7689202,0.4927546
HRV,2019,0.38478,0.31002,0.7476171,0.4191078
HRV,2020,0.2017786,0.3486941,0.6477441,0.5056587
HRV,2021,0.3318001,0.4127964,0.6364386,0.7557995
HRV,2022,0.2993308,0.4345096,0.7321186,0.7162336
HRV,2023,0.4438308,0.4257869,0.6832484,0.7487411
HRV,2024,0.2858764,0.3774835,0.5814089,0.7097625
CUB,2010,-1.6241742,-0.9527566,0.4544143,-0.5959661
CUB,2011,-1.6239119,-0.9101838,0.2361692,-0.5964777
CUB,2012,-1.3823719,-0.8796389,0.2398598,-0.4747673
CUB,2013,-1.3468561,-0.8771996,0.3041157,-0.4746378
CUB,2014,-1.0973937,-0.8454438,0.5757986,-0.0016531
CUB,2015,-0.9848517,-0.8805667,0.5847166,-0.0026185
CUB,2016,-1.1406888,-0.8469491,0.6142617,-0.0350921
CUB,2017,-1.1400771,-0.8740229,0.5729674,-0.0638778
CUB,2018,-1.2250246,-0.8329432,0.5676311,-0.211616
CUB,2019,-1.2243427,-0.7580682,0.6592457,-0.1082032
CUB,2020,-1.2255038,-0.5749692,0.6687382,-0.1099187
CUB,2021,-1.1730802,-0.6486658,0.4994388,-0.0976359
CUB,2022,-1.1673033,-0.4977926,0.4974928,0.0198019
CUB,2023,-1.2309526,-0.5659906,0.4305507,-0.0018925
CUB,2024,-1.4371482,-0.6235716,0.3155266,-0.2695183
CYP,2010,1.4438511,1.1894709,0.7665588,1.4784399
CYP,2011,1.2151122,0.9579583,0.7840771,1.4990644
CYP,2012,1.0369259,0.9610401,0.7933209,1.485049
CYP,2013,0.8202721,0.8635981,0.7163623,1.4722986
CYP,2014,0.9876497,0.8227872,0.7031147,1.1190613
CYP,2015,0.9934827,0.835657,0.6831374,1.0770285
CYP,2016,0.98056,0.834571,0.7672285,1.0483689
CYP,2017,0.9695105,0.9252619,0.6738103,1.1146166
CYP,2018,0.9434584,0.8521444,0.6561041,0.860738
CYP,2019,1.0395499,0.8580537,0.7399069,0.9974556
CYP,2020,0.8979194,0.7472668,0.4538116,1.0026015
CYP,2021,0.8484873,0.7712279,0.4791734,0.86
CYP,2022,0.7331313,0.7642266,0.3811357,0.9509266
CYP,2023,0.7722603,0.7591158,0.3935929,0.9314768
CYP,2024,0.7395817,0.6891912,0.3858613,0.8696373
CZE,2010,1.1026865,0.7330604,1.0992694,0.713873
CZE,2011,1.0263037,0.8440617,1.1297603,0.7416914
CZE,2012,0.9257526,0.8309207,1.1228486,0.7285974
CZE,2013,0.947901,0.8587857,1.1188359,0.6929877
CZE,2014,0.812549,0.9570647,1.1241036,0.9017758
CZE,2015,0.9885827,1.0475127,1.100576,0.9304102
CZE,2016,0.9408369,1.0846322,1.0617374,1.0079335
CZE,2017,1.1404044,1.13083,1.0199948,1.0284233
CZE,2018,1.1466245,1.0403101,1.0436452,1.0258091
CZE,2019,1.1215213,1.116394,1.0363667,0.971418
CZE,2020,1.0899444,1.1245932,0.9082209,1.0855924
CZE,2021,1.2403943,1.1669833,0.9968819,1.1010113
CZE,2022,1.3279348,1.1392733,0.9957469,1.1951482
CZE,2023,1.2275231,1.1605869,1.0704669,1.2354239
CZE,2024,1.2319075,1.1881307,0.9719006,1.1773279
DNK,2010,1.9388202,1.8409141,1.1703202,1.920097
DNK,2011,1.9897696,1.8953729,1.155094,2.0426979
DNK,2012,1.8221563,1.9226675,1.0433934,1.9667251
DNK,2013,1.8256852,1.8977246,1.0203721,1.9589905
DNK,2014,1.6614901,1.9105598,1.1307994,1.8095293
DNK,2015,1.7644765,1.9817984,1.0198991,1.7943827
DNK,2016,1.7589174,1.9474066,0.9320841,1.8352349
DNK,2017,1.7913698,1.9374557,0.9149035,1.8254188
DNK,2018,1.8428455,1.9248352,1.0018359,1.920528
DNK,2019,1.9335346,2.0201937,0.8984987,1.9444854
DNK,2020,1.9761315,1.9748465,0.8682976,1.9999488
DNK,2021,1.9974993,2.0133921,0.8409469,2.1905145
DNK,2022,2.020588,2.0023268,0.8416401,2.0983389
DNK,2023,1.9894408,2.0143499,0.9005936,1.9559634
DNK,2024,1.9307059,2.0043149,0.7688761,1.9128986
DJI,2010,-0.7631836,-0.7820756,0.3584284,-0.7292418
DJI,2011,-0.7534194,-0.864629,0.1177782,-0.7251155
DJI,2012,-0.6897758,-0.8653528,0.1173704,-0.7689658
DJI,2013,-0.7531862,-0.917468,-0.2955231,-0.7216376
DJI,2014,-0.7204568,-1.0251459,-0.3843552,-0.6905333
DJI,2015,-0.7293921,-1.0027773,-0.4931801,-0.7524266
DJI,2016,-0.7157208,-1.0026644,-0.7074408,-0.7128754
DJI,2017,-0.6812526,-1.0102169,-0.7552217,-0.7792345
DJI,2018,-0.7398709,-0.9865925,-0.2967175,-0.7720107
DJI,2019,-0.7729078,-1.0072723,-0.3842768,-0.6529552
DJI,2020,-0.8309678,-1.0447412,-0.4591955,-0.6750074
DJI,2021,-0.7686696,-1.0311038,-0.5273642,-0.6477013
DJI,2022,-0.7693638,-1.0215603,-0.4774121,-0.5581809
DJI,2023,-0.7883493,-1.0395038,-0.4640183,-0.536184
DJI,2024,-0.8527959,-1.0103987,-0.5563593,-0.4930443
DMA,2010,0.5839169,0.9098685,1.098788,0.6879945
DMA,2011,0.4752437,0.8499179,1.0934992,0.6135665
DMA,2012,0.521512,0.8484471,1.092941,0.6138167
DMA,2013,0.5208123,0.8451595,1.0912351,0.6140962
DMA,2014,0.3779611,0.6962779,1.1473784,0.1205519
DMA,2015,0.2329832,0.7343047,1.1120789,0.118468
DMA,2016,0.2337346,0.7305425,0.9362782,0.0457581
DMA,2017,0.174223,0.6990632,1.1093885,-0.4588519
DMA,2018,0.159295,0.6138951,1.112031,-0.4575605
DMA,2019,0.1189288,0.6025772,0.9867091,-0.4563017
DMA,2020,0.1541986,0.5984586,1.2385037,-0.3864624
DMA,2021,0.1493075,0.5368851,1.2367945,-0.384329
DMA,2022,0.1471658,0.5641308,1.2397365,-0.0222235
DMA,2023,0.1538033,0.5395543,1.2402149,0.3883874
DMA,2024,0.0598246,0.3974621,1.2341643,0.1490422
DOM,2010,-0.0661851,-0.658294,-0.0570437,-0.7108721
DOM,2011,-0.1878076,-0.6041963,-0.0597806,-0.6735468
DOM,2012,-0.1849073,-0.5862733,0.0313944,-0.5008993
DOM,2013,-0.1742221,-0.5420109,-0.0097174,-0.4176139
DOM,2014,-0.1490567,-0.413435,0.0549569,-0.1120342
DOM,2015,-0.0898717,-0.5344359,0.1170524,-0.3030553
DOM,2016,-0.065041,-0.5326099,0.1555826,-0.2432639
DOM,2017,-0.1071549,-0.5595468,0.0918722,-0.3142266
DOM,2018,-0.1446846,-0.5483264,0.0030759,-0.3568186
DOM,2019,-0.1017681,-0.4801078,0.0515231,-0.2994857
DOM,2020,-0.0974016,-0.3813297,0.2361204,-0.3603632
DOM,2021,-0.0103431,-0.3243436,0.3502987,-0.1501487
DOM,2022,-0.0598315,-0.2774196,0.4914554,-0.1210713
DOM,2023,0.0485044,-0.2411599,0.4655668,0.045792
DOM,2024,0.207328,-0.1822626,0.5893402,0.0746487
ECU,2010,-1.2560471,-1.0787288,-0.6609602,-0.4838765
ECU,2011,-1.1368099,-1.0913867,-0.7429017,-0.3010584
ECU,2012,-0.9981981,-1.0775133,-0.6607452,-0.2920188
ECU,2013,-0.8297139,-0.9942102,-0.2633528,-0.1859129
ECU,2014,-0.7603969,-1.0146122,-0.0167487,-0.1076037
ECU,2015,-0.9664965,-1.0655454,-0.1822625,-0.193813
ECU,2016,-0.8667598,-0.9659864,-0.1672879,-0.1531976
ECU,2017,-0.937257,-0.8823998,-0.1273984,-0.1425925
