Country_ISO,Year,ESG_G_Regulatory_Quality,ESG_G_Rule_of_Law,ESG_G_Political_Stability,ESG_G_Gov_Effectiveness
HUN,2012,0.7676964,0.5661169,0.712188,0.4322592
HUN,2013,0.6995175,0.4986862,0.8127253,0.5712638
HUN,2014,0.4352147,0.3509972,0.805848,0.6662414
HUN,2015,0.5204327,0.3552783,0.843542,0.579719
HUN,2016,0.4961603,0.4099126,0.6277681,0.5552886
HUN,2017,0.5151311,0.4009882,0.7324048,0.6076573
HUN,2018,0.4420607,0.3396782,0.6616322,0.6259032
HUN,2019,0.4598348,0.3081109,0.7326156,0.5238239
HUN,2020,0.4381497,0.329192,0.7938892,0.7208016
HUN,2021,0.4002885,0.2971399,0.7337253,0.784219
HUN,2022,0.2882324,0.2426218,0.6701403,0.657731
HUN,2023,0.2375182,0.1894005,0.5841522,0.5461907
HUN,2024,0.3350444,0.1923364,0.4363288,0.501908
ISL,2010,0.9751951,1.6310633,1.0867054,1.4263824
ISL,2011,1.148601,1.6824991,1.2313176,1.4235563
ISL,2012,1.1846502,1.6910691,1.2316756,1.4729315
ISL,2013,1.1472846,1.6404358,1.2538154,1.5285978
ISL,2014,1.1980632,1.6211726,1.2726864,1.3980102
ISL,2015,1.2962827,1.6421472,1.2622879,1.3946724
ISL,2016,1.2838536,1.6203859,1.2205951,1.382973
ISL,2017,1.4266014,1.6658303,1.2503574,1.4685991
ISL,2018,1.4402955,1.7407855,1.2958486,1.5836283
ISL,2019,1.5164097,1.7467004,1.556416,1.5796502
ISL,2020,1.4674124,1.6866361,1.3289196,1.5637066
ISL,2021,1.6297845,1.7076168,1.3382488,1.8005665
ISL,2022,1.4250509,1.5968615,1.2672872,1.6330091
ISL,2023,1.3949539,1.59027,1.2058266,1.6402729
ISL,2024,1.3302839,1.6278886,1.2056034,1.645973
IND,2010,-0.277761,0.0630896,-0.9423192,-0.1141477
IND,2011,-0.3395793,-0.0132834,-1.1659038,-0.0726295
IND,2012,-0.3740965,-0.1308812,-1.1572568,-0.0887591
IND,2013,-0.3722425,-0.1159615,-1.1709039,-0.0587027
IND,2014,-0.3809019,-0.1656362,-0.8175166,-0.0134938
IND,2015,-0.3303195,-0.1374229,-0.7619187,0.3968483
IND,2016,-0.2535746,-0.0823441,-0.7362183,0.3761225
IND,2017,-0.2158267,-0.0399917,-0.5721114,0.3527821
IND,2018,-0.1555625,0.020334,-0.6785888,0.5015296
IND,2019,-0.0981205,-0.0201063,-0.5904662,0.5054858
IND,2020,-0.1486534,-0.1029725,-0.7206312,0.3492894
IND,2021,-0.1699149,-0.1841026,-0.6015988,0.2400136
IND,2022,-0.087658,-0.1104884,-0.7535037,0.3392526
IND,2023,-0.1271699,-0.0879069,-0.837974,0.422603
IND,2024,-0.0960696,-0.0392287,-0.7857625,0.4046051
IDN,2010,-0.1461447,-0.6518311,-0.7784547,-0.2531404
IDN,2011,-0.1512322,-0.2852313,-0.7510901,-0.3273953
IDN,2012,-0.1792688,-0.3852324,-0.5992727,-0.2570836
IDN,2013,-0.0485665,-0.419998,-0.6180612,-0.1633885
IDN,2014,0.0028168,-0.338428,-0.3850082,0.3191278
IDN,2015,-0.1393886,-0.3812221,-0.5390218,-0.062646
IDN,2016,0.0343509,-0.3218095,-0.463383,0.1221929
IDN,2017,0.1002062,-0.3165999,-0.5816146,0.1565617
IDN,2018,0.0734588,-0.2197187,-0.5428012,0.2534613
IDN,2019,0.1109827,-0.1919729,-0.5802685,0.3122885
IDN,2020,0.2247809,-0.1479773,-0.539946,0.213754
IDN,2021,0.3421673,-0.1436778,-0.6496757,0.1470804
IDN,2022,0.2811244,-0.1291182,-0.7624666,0.2328093
IDN,2023,0.3408081,-0.0817572,-0.613745,0.2732116
IDN,2024,0.1247202,-0.2065981,-0.6091275,0.179804
IRN,2010,-1.4215062,-1.1024424,-1.5247881,-0.6340289
IRN,2011,-1.1976073,-1.0129657,-1.3564506,-0.5369306
IRN,2012,-1.2487391,-0.9840127,-1.2630067,-0.5324399
IRN,2013,-1.3745965,-1.2057757,-1.1808701,-0.5687029
IRN,2014,-1.3019342,-1.2547891,-0.7265962,-0.2574672
IRN,2015,-1.0907749,-0.9741059,-0.7896962,-0.1918034
IRN,2016,-1.0558723,-0.9735795,-0.6448832,-0.2031626
IRN,2017,-1.0828667,-0.9283776,-0.699443,-0.1973883
IRN,2018,-1.2929956,-0.969023,-0.9686014,-0.2727406
IRN,2019,-1.3605617,-1.0537229,-1.2556127,-0.4172702
IRN,2020,-1.3929587,-1.0270682,-1.2213247,-0.7071428
IRN,2021,-1.3936204,-1.0690002,-1.1577773,-0.6566521
IRN,2022,-1.3976255,-1.1257877,-1.1448403,-0.7076616
IRN,2023,-1.4684049,-1.200463,-1.2694112,-0.7402272
IRN,2024,-1.5113535,-1.2348012,-1.5811884,-0.7061233
IRQ,2010,-0.9629582,-1.5707926,-2.187694,-1.1789936
IRQ,2011,-0.9193194,-1.4239293,-1.913135,-1.1846155
IRQ,2012,-1.0140703,-1.4532764,-1.9764261,-1.1168342
IRQ,2013,-1.0144949,-1.4740494,-2.1039641,-1.0710124
IRQ,2014,-1.0708086,-1.4559635,-2.2538271,-0.9609496
IRQ,2015,-1.0179473,-1.4888668,-2.2449091,-1.0793082
IRQ,2016,-0.9696252,-1.5367903,-2.2291758,-1.0919194
IRQ,2017,-1.0692718,-1.5484905,-2.1677252,-1.0918167
IRQ,2018,-1.1611811,-1.4320497,-2.1719253,-1.0744668
IRQ,2019,-1.1604354,-1.37408,-2.2227253,-1.1066349
IRQ,2020,-1.2511236,-1.512443,-2.1814743,-1.217842
IRQ,2021,-1.1622157,-1.4374976,-2.1722684,-1.2310377
IRQ,2022,-1.2214123,-1.4550411,-2.2294281,-1.223854
IRQ,2023,-1.2810271,-1.5002727,-2.2246949,-1.3398894
IRQ,2024,-1.030546,-1.3581614,-2.0642762,-1.1018847
IRL,2010,1.5589282,1.508714,1.0812782,1.0340843
IRL,2011,1.441947,1.5150115,0.8737859,1.2438016
IRL,2012,1.5219127,1.5276348,0.9454027,1.3719864
IRL,2013,1.5775092,1.5002207,0.8948024,1.3399878
IRL,2014,1.655585,1.5324247,1.1679817,1.4680962
IRL,2015,1.7242938,1.603553,0.951695,1.4129064
IRL,2016,1.7059099,1.5660124,0.8856802,1.4160358
IRL,2017,1.5978967,1.5319793,0.9418026,1.3768564
IRL,2018,1.6485933,1.5281158,0.9855531,1.4575251
IRL,2019,1.5832688,1.5409912,0.9409046,1.3035565
IRL,2020,1.4657053,1.5214022,0.8785787,1.5003528
IRL,2021,1.621098,1.5453584,0.7362963,1.6184384
IRL,2022,1.766517,1.5040267,0.8053599,1.7057914
IRL,2023,1.7973082,1.5980444,0.876648,1.6609005
IRL,2024,1.7944361,1.5913219,0.7099699,1.6115533
ISR,2010,1.0545829,0.8139792,-0.7562581,1.3031018
ISR,2011,1.1985341,0.8918872,-0.8097795,1.3431697
ISR,2012,1.1065081,0.8713317,-0.776944,1.3000012
ISR,2013,1.0845921,0.8935236,-0.8855141,1.2984187
ISR,2014,1.039203,0.9289545,-0.592453,1.3011387
ISR,2015,1.0998742,1.0408491,-0.6113908,1.4633523
ISR,2016,1.2410934,1.0048923,-0.3546497,1.526777
ISR,2017,1.21522,0.9942786,-0.4501475,1.545783
ISR,2018,1.163545,0.9351938,-0.3446955,1.397369
ISR,2019,1.2416535,0.9491335,-0.4361137,1.5693245
ISR,2020,1.1520351,0.8873608,-0.5678414,1.1657244
ISR,2021,1.1753426,0.8807927,-0.6998992,1.5896737
ISR,2022,1.1223555,0.8010265,-0.9049968,1.5237704
ISR,2023,1.0540976,0.6642378,-1.0423159,1.3569151
ISR,2024,1.1138772,0.5997177,-1.0375015,1.1726244
ITA,2010,0.7462046,0.4537097,0.5591006,0.3361573
ITA,2011,0.4856351,0.5210134,0.4456142,0.275086
ITA,2012,0.4822093,0.5461758,0.4718772,0.4071077
ITA,2013,0.4880841,0.5329679,0.3827968,0.4695114
ITA,2014,0.3783433,0.5543355,0.4893962,0.3588429
ITA,2015,0.5869675,0.4617928,0.394629,0.3701946
ITA,2016,0.6337422,0.4609982,0.3518422,0.4338893
ITA,2017,0.6356778,0.4389986,0.2543499,0.3879336
ITA,2018,0.5602677,0.4187181,0.3723628,0.4350955
ITA,2019,0.7011105,0.529631,0.3223326,0.4586098
ITA,2020,0.4717415,0.5546368,0.3322841,0.5477288
ITA,2021,0.5735641,0.5885,0.4392226,0.574774
ITA,2022,0.6011866,0.5739685,0.4124684,0.7178718
ITA,2023,0.695748,0.6505552,0.4737389,0.8533467
ITA,2024,0.6401491,0.6192043,0.3087035,0.7922891
JAM,2010,0.2536728,-0.3988235,-0.4121286,0.1785637
JAM,2011,0.1950194,-0.2893569,-0.1203676,0.165791
JAM,2012,-0.0021633,-0.3560128,0.0478137,0.1538521
JAM,2013,0.0417636,-0.2763074,0.1274496,0.2032651
JAM,2014,0.0551423,-0.1823274,0.0349026,0.4521342
JAM,2015,0.1273892,-0.1394095,0.0607252,0.4342705
JAM,2016,0.1445195,-0.1131152,0.0960441,0.4750324
JAM,2017,0.1244681,-0.0899914,0.1291365,0.4596789
JAM,2018,0.1473187,-0.1409645,0.169434,0.4999179
JAM,2019,0.1355129,-0.1704977,0.179033,0.5016204
JAM,2020,0.0985113,-0.1039955,0.1525241,0.3867314
JAM,2021,0.1818115,-0.0742918,0.1423135,0.3396406
JAM,2022,0.1706852,-0.0687389,0.4525342,0.2544889
JAM,2023,0.1485571,-0.0768588,0.4762874,0.1649969
JAM,2024,0.0908785,-0.0776697,0.476823,0.1712622
JPN,2010,1.197376,1.3391975,0.9967916,1.3323082
JPN,2011,1.3335982,1.387931,0.9897212,1.3314858
JPN,2012,1.4295254,1.3484037,0.9655197,1.3144799
JPN,2013,1.3594273,1.3734398,1.0478848,1.4512486
JPN,2014,1.2994963,1.4566952,1.2105334,1.7731694
JPN,2015,1.4111482,1.4360203,1.2226375,1.7060508
JPN,2016,1.5287918,1.4336864,1.1198832,1.8137387
JPN,2017,1.3985802,1.4892015,1.169376,1.7125133
JPN,2018,1.364542,1.4871198,1.1378638,1.8248998
JPN,2019,1.3886549,1.5119949,1.1161393,1.8365282
JPN,2020,1.3671823,1.5138826,1.1325471,1.8051167
JPN,2021,1.3955783,1.5319019,1.1600529,1.653038
JPN,2022,1.4106972,1.5084676,1.2758787,2.0307507
JPN,2023,1.3978822,1.5084872,1.2674256,1.9883877
JPN,2024,1.3296352,1.5115753,1.1343228,2.0879101
JEY,2010,..,..,..,..
JEY,2011,1.2157302,1.6302648,1.4513095,1.2619702
JEY,2012,1.2073565,1.6280036,1.4496094,1.2623876
JEY,2013,1.2061153,1.6229493,1.4444148,1.2628538
JEY,2014,1.20335,1.6255013,1.4623584,1.2817081
JEY,2015,1.2112533,1.6277524,1.458374,1.2782314
JEY,2016,0.9198502,1.6281234,1.4484531,1.2794399
JEY,2017,0.9218056,1.6272154,1.4496687,1.2798324
JEY,2018,0.9226096,1.6281107,1.458219,1.2819869
JEY,2019,1.0714149,1.6279961,1.4607852,1.2840869
JEY,2020,1.0677035,1.6289849,1.246013,1.2780893
JEY,2021,1.0662107,1.6254815,1.2404824,1.2816485
JEY,2022,1.0622322,1.6233274,1.4633644,1.2811126
JEY,2023,1.0626561,1.6227414,1.4649122,1.2829987
JEY,2024,1.063616,1.6226468,1.4453347,1.2810034
JOR,2010,0.1073349,0.0570422,-0.407725,0.0759657
JOR,2011,0.1908722,0.1505452,-0.6339348,0.1349915
JOR,2012,0.1819511,0.1782421,-0.5975891,0.2203515
JOR,2013,0.0995895,0.1297285,-0.6862202,0.2411636
JOR,2014,0.104591,0.111905,-0.609596,0.3808336
JOR,2015,0.1682906,0.1375421,-0.6404285,0.3820942
JOR,2016,0.1178125,0.1691297,-0.5380778,0.3625455
JOR,2017,0.1335964,0.1933843,-0.4443597,0.2771646
JOR,2018,0.0851019,0.1458763,-0.3224327,0.089873
JOR,2019,0.159713,0.1365134,-0.2846298,0.011123
JOR,2020,0.1930478,0.1081792,-0.3260056,0.1138845
JOR,2021,0.1917529,0.0436082,-0.3909884,0.1228638
JOR,2022,0.2117071,0.0764869,-0.3114622,0.1428514
JOR,2023,0.3141122,0.1232268,-0.3007473,0.3908884
JOR,2024,0.2760104,0.1685335,-0.3501687,0.2162114
KAZ,2010,-0.3591992,-0.7753761,0.4331905,-0.7934049
KAZ,2011,-0.3110067,-0.5864784,-0.4304921,-0.749787
KAZ,2012,-0.3353459,-0.643061,-0.3923638,-0.6199698
KAZ,2013,-0.3372732,-0.6798184,-0.4514259,-0.5895608
KAZ,2014,-0.1482337,-0.5977257,0.0295973,-0.006638
KAZ,2015,-0.0714085,-0.4919324,0.0342151,-0.011417
KAZ,2016,-0.1353543,-0.5109377,-0.0865605,-0.1075078
KAZ,2017,0.0833099,-0.4614698,-0.0563947,0.012276
KAZ,2018,0.0552752,-0.3704992,-0.1086366,-0.1036204
KAZ,2019,0.112725,-0.4309702,-0.221064,0.0590993
KAZ,2020,0.0538787,-0.4154444,-0.2842993,0.0522732
KAZ,2021,0.0132367,-0.4655785,-0.2325504,0.017817
KAZ,2022,-0.0640574,-0.4406377,-0.5795614,0.1603392
KAZ,2023,0.0054918,-0.3777888,-0.2021045,0.1520225
KAZ,2024,0.0470549,-0.3815477,-0.2827558,0.1467641
KEN,2010,-0.3526401,-0.8769138,-1.3827355,-0.5014835
KEN,2011,-0.5228608,-0.8667183,-1.4963456,-0.530936
KEN,2012,-0.5122054,-0.7864458,-1.4931583,-0.468612
KEN,2013,-0.5061369,-0.7406402,-1.1667366,-0.418694
KEN,2014,-0.3260229,-0.5508657,-1.2631665,-0.4155586
KEN,2015,-0.28953,-0.6423593,-1.2308131,-0.3675673
KEN,2016,-0.2270714,-0.6124633,-1.1791469,-0.3165797
KEN,2017,-0.1985132,-0.5442175,-1.1322093,-0.3033052
KEN,2018,-0.2993553,-0.5107269,-1.1196296,-0.3449543
KEN,2019,-0.3436142,-0.5590089,-1.0751672,-0.2914418
KEN,2020,-0.4601411,-0.5784344,-1.0502651,-0.3759713
KEN,2021,-0.4248135,-0.4456182,-1.1102194,-0.3468069
KEN,2022,-0.3909087,-0.4245656,-0.962236,-0.3324798
KEN,2023,-0.3986548,-0.4275589,-0.971652,-0.3131112
KEN,2024,-0.3335684,-0.464532,-1.3556816,-0.2978904
KIR,2010,-1.1712064,0.3552405,1.5510465,-0.6677172
KIR,2011,-1.1695716,0.3589525,1.5457577,-0.6319074
KIR,2012,-1.1799003,0.3571933,1.5451994,-0.6849304
KIR,2013,-1.180479,0.3746723,1.5434936,-0.6847075
KIR,2014,-0.6670026,0.3242202,1.281381,-0.411963
KIR,2015,-0.6633176,0.3256281,0.9559309,-0.4136251
KIR,2016,-0.6785642,0.3258601,0.951395,-0.4130473
KIR,2017,-0.6776525,0.3831903,0.9519508,-0.4128597
KIR,2018,-0.6772777,0.2855611,0.95586,-0.4118297
KIR,2019,-0.5049386,0.5835214,1.0992501,-0.2735346
KIR,2020,-0.5492947,1.1590995,1.1749608,-0.2571455
KIR,2021,-0.5500931,1.0695661,1.1647191,-0.2550887
KIR,2022,-0.5337443,0.7720439,1.2429196,-0.2553984
KIR,2023,-0.5997507,0.73465,1.2433279,-0.4079699
KIR,2024,-0.5014363,0.78601,1.2381638,-0.4343103
PRK,2010,-1.8343177,-1.3121367,-0.0471048,-1.4430083
PRK,2011,-1.8375062,-1.3123937,-0.0333118,-1.4501116
PRK,2012,-2.4263935,-1.5216162,-0.2690175,-1.8048348
PRK,2013,-2.4267817,-1.5594854,-0.5030753,-1.8047014
PRK,2014,-2.0615378,-1.7508633,-1.0056058,-1.4604904
PRK,2015,-2.1049346,-1.7500177,-1.0064947,-1.4614848
PRK,2016,-2.1043565,-1.7498783,-0.4555063,-1.4611391
PRK,2017,-2.1037448,-1.7730193,-0.3543859,-1.4610269
PRK,2018,-2.0268175,-1.7140751,-0.275313,-1.481926
PRK,2019,-2.0261356,-1.7136635,-0.1870361,-1.2531349
PRK,2020,-1.9455234,-1.6782172,-0.1873507,-1.2548503
PRK,2021,-1.9459904,-1.680154,-0.1983915,-1.4820228
PRK,2022,-1.947235,-1.4858773,0.2686785,-1.3350416
PRK,2023,-1.8744885,-1.5256234,0.3264333,-1.2707438
PRK,2024,-1.87416,-1.5256661,0.3220654,-1.2713102
KOR,2010,0.8025338,0.9000647,0.5807388,1.2722652
KOR,2011,0.9312521,0.9101943,0.5406915,1.323113
KOR,2012,0.9288607,1.0189309,0.4992315,1.3333071
KOR,2013,1.0180914,0.9929714,0.5061279,1.2238913
KOR,2014,0.9937598,1.0706201,0.5969209,1.1863908
KOR,2015,0.996129,1.0105606,0.667684,1.1983681
KOR,2016,0.9758957,1.0280786,0.5156398,1.186349
KOR,2017,0.9593042,1.011855,0.6254761,1.1827271
KOR,2018,0.9569194,1.1100736,0.8705137,1.3865026
KOR,2019,0.9120155,1.1105361,0.8544821,1.6276354
KOR,2020,0.9083199,1.1479729,0.8679972,1.5914906
KOR,2021,0.9879995,1.1681575,0.9005342,1.6261842
KOR,2022,1.01728,1.1662138,0.855673,1.4844938
KOR,2023,0.9996554,1.1844569,0.932168,1.4955907
KOR,2024,1.013674,1.1174546,0.6393495,1.4867237
XKX,2010,-0.3411711,-0.2985785,-0.7551692,-0.7120597
XKX,2011,-0.398874,-0.2600252,-0.8102542,-0.6225462
XKX,2012,-0.2195981,-0.3437815,-0.7614632,-0.5003296
XKX,2013,-0.1782815,-0.4200143,-0.7879954,-0.5481894
XKX,2014,-0.2133682,-0.3274012,-0.3019819,-0.290095
XKX,2015,-0.3315025,-0.2819339,-0.2170007,-0.339766
XKX,2016,-0.2543422,-0.2420433,-0.2852683,-0.3482057
XKX,2017,-0.2101322,-0.2788817,-0.1718171,-0.3439391
XKX,2018,-0.363327,-0.2504467,-0.4135898,-0.3269129
XKX,2019,-0.3751079,-0.3527628,-0.1060461,-0.3265902
XKX,2020,-0.3899511,-0.2784767,-0.084403,-0.3716021
XKX,2021,-0.3739534,-0.1239775,0.0010881,-0.1579456
XKX,2022,-0.4686368,-0.1492246,-0.0510422,-0.0237723
XKX,2023,-0.3899858,-0.0437531,-0.1409249,0.0092568
XKX,2024,-0.2229473,0.0521362,-0.3218905,-0.061295
KWT,2010,0.4485081,0.3381151,0.576776,0.1289714
KWT,2011,0.2857251,0.3070359,0.326635,0.0334503
KWT,2012,0.1507128,0.3272807,0.0971714,0.0282044
KWT,2013,0.1194098,0.2919927,0.1094954,0.016508
KWT,2014,-0.0650589,0.0157648,0.0855674,0.1409051
KWT,2015,-0.0254842,7.06E-05,-0.1466244,0.237773
KWT,2016,-0.0488498,-0.0688786,-0.0213093,-0.0028171
KWT,2017,-0.0306017,-0.0541277,0.0018547,-0.0073085
KWT,2018,0.0185723,-0.0177652,0.2360921,0.1281525
KWT,2019,0.1059595,0.0662246,0.2460837,-0.1122757
KWT,2020,0.1356131,0.146885,0.1554026,-0.11216
KWT,2021,0.1641701,0.1194986,0.1542148,0.0296612
KWT,2022,0.2464239,0.2236666,0.1041664,0.3336204
KWT,2023,0.3224925,0.1910577,0.2906988,0.3091212
KWT,2024,0.4035133,0.2308269,0.2939367,0.3278963
KGZ,2010,-0.4725787,-1.1674615,-0.9344437,-0.7697326
KGZ,2011,-0.4152697,-0.9953062,-0.9970807,-0.8697708
KGZ,2012,-0.499224,-0.934599,-0.8759479,-0.8926853
KGZ,2013,-0.4370868,-0.9467484,-0.8163449,-0.8625472
KGZ,2014,-0.5414534,-0.8193141,-0.7066273,-0.8594428
KGZ,2015,-0.5596847,-0.8379898,-0.7293545,-0.8949145
KGZ,2016,-0.3906415,-0.8007904,-0.5531495,-0.8966118
KGZ,2017,-0.2937056,-0.7135136,-0.2975366,-0.7139172
KGZ,2018,-0.3502337,-0.692173,-0.323764,-0.5418628
KGZ,2019,-0.4211895,-0.7384496,-0.2068192,-0.6704151
KGZ,2020,-0.4846177,-0.7295209,-0.5068231,-0.5862513
KGZ,2021,-0.5122396,-0.879262,-0.3876484,-0.8422528
KGZ,2022,-0.5260208,-0.9265186,-0.422477,-0.9984392
KGZ,2023,-0.5342741,-0.9738995,-0.5096673,-1.0041023
KGZ,2024,-0.5167464,-0.9360937,-0.5045251,-0.8885033
LAO,2010,-0.9484358,-0.9464468,-0.2200354,-0.8602557
LAO,2011,-0.9273607,-0.9577518,-0.072408,-0.8422502
LAO,2012,-0.8473352,-0.8974981,-0.0728091,-0.8376374
LAO,2013,-0.8088113,-0.8536497,-0.0505463,-0.7057833
LAO,2014,-0.7456833,-0.779778,0.3772453,-0.2761781
LAO,2015,-0.6993587,-0.7713994,0.4046383,-0.3539783
LAO,2016,-0.665338,-0.7516558,0.3452009,-0.2622768
LAO,2017,-0.6856629,-0.8221918,0.2776591,-0.2334031
LAO,2018,-0.7927045,-0.8579945,0.2651475,-0.649149
LAO,2019,-0.7206628,-0.9442456,0.3582008,-0.7571518
LAO,2020,-0.7757013,-0.8752014,0.5456553,-0.765948
LAO,2021,-0.7420678,-0.7575675,0.583086,-0.7431648
LAO,2022,-0.8188604,-0.8397916,0.7033051,-0.710404
LAO,2023,-0.7700083,-0.8447129,0.7378068,-0.7534642
LAO,2024,-0.6360282,-0.7424167,0.5576599,-0.5819014
LVA,2010,0.9998903,0.639395,0.5895207,0.5604066
LVA,2011,1.027476,0.5528728,0.3810125,0.5698289
LVA,2012,0.9299474,0.5723849,0.4809516,0.6097852
LVA,2013,0.9497473,0.5642618,0.6227437,0.7056307
LVA,2014,1.0179488,0.6743999,0.720197,0.874541
LVA,2015,1.0059047,0.6625807,0.7167386,0.7616412
LVA,2016,0.9858411,0.6455907,0.6434248,0.6882968
LVA,2017,0.9965005,0.6323351,0.6631827,0.6711156
LVA,2018,1.0176263,0.6152447,0.6632555,0.7981066
LVA,2019,1.0030074,0.828729,0.6780506,0.8291601
LVA,2020,0.9806216,0.9229434,0.726286,0.7965198
LVA,2021,1.1028018,0.9839815,0.8069842,0.8795712
LVA,2022,0.9590621,1.0087817,0.7798656,0.7275574
LVA,2023,0.9975052,1.0727082,0.8394628,0.6374221
LVA,2024,1.0998172,1.0913835,0.6201402,0.7431802
LBN,2010,0.0121012,-0.6539495,-1.4336956,-0.2435528
LBN,2011,-0.2805478,-0.4793095,-1.4563703,-0.2594872
LBN,2012,-0.3620584,-0.5196035,-1.5792359,-0.2600992
LBN,2013,-0.2888629,-0.6166728,-1.6105378,-0.325726
LBN,2014,-0.4418246,-0.6947778,-1.4947839,-0.266612
LBN,2015,-0.3625053,-0.8084504,-1.3952938,-0.2826924
LBN,2016,-0.4156822,-0.8515653,-1.3333648,-0.2459212
LBN,2017,-0.357388,-0.8213236,-1.3393518,-0.2219587
LBN,2018,-0.4704611,-0.7717368,-1.2146005,-0.4996897
LBN,2019,-0.5611682,-0.8604448,-1.3398887,-0.6222753
LBN,2020,-0.7155521,-0.9184244,-1.3492491,-0.9492217
LBN,2021,-0.821737,-1.0028379,-1.3231817,-1.0567104
LBN,2022,-0.9433232,-1.0323318,-1.3425754,-1.0420809
LBN,2023,-0.912561,-1.0665045,-1.2764099,-1.1658333
LBN,2024,-0.9588794,-1.0853525,-1.3896806,-1.1301199
LSO,2010,-0.5795946,-0.2581736,0.5816165,-0.3521504
LSO,2011,-0.5974921,-0.2534609,0.6423581,-0.3753852
LSO,2012,-0.5142951,-0.1994631,0.2654833,-0.4430567
LSO,2013,-0.3929411,-0.1984955,0.3249377,-0.4522419
LSO,2014,-0.4431457,-0.1499856,-0.172192,-0.4988176
LSO,2015,-0.4345879,-0.1298453,-0.2089387,-0.56995
LSO,2016,-0.4415505,-0.1871002,-0.2746129,-0.6209408
LSO,2017,-0.4168784,-0.2496806,-0.2021614,-0.6330237
LSO,2018,-0.5168768,-0.3372083,-0.1397918,-0.6318314
LSO,2019,-0.5508683,-0.3415733,-0.2879801,-0.6744181
LSO,2020,-0.7112968,-0.3692265,-0.1451933,-0.7085808
LSO,2021,-0.6526333,-0.4017433,-0.1334002,-0.7136054
LSO,2022,-0.5786676,-0.4650393,-0.128161,-0.7479261
LSO,2023,-0.5644091,-0.4422535,-0.1357263,-0.7503177
LSO,2024,-0.484852,-0.4065865,-0.2588663,-0.6470887
LBR,2010,-1.0577033,-0.8943514,-0.3931526,-1.0232677
LBR,2011,-1.1772919,-0.8971259,-0.473187,-0.9978425
LBR,2012,-1.0596247,-0.8335786,-0.3877254,-0.8815583
LBR,2013,-1.0524016,-0.8488398,-0.36464,-1.1231932
LBR,2014,-0.8265315,-0.7733006,-0.510413,-1.115021
LBR,2015,-0.7899867,-0.7924952,-0.5851773,-1.2026737
LBR,2016,-0.8651692,-0.8082285,-0.4531369,-1.1576727
LBR,2017,-0.8601742,-0.791767,-0.2701752,-1.1579163
LBR,2018,-0.8639309,-0.8310298,-0.0185577,-1.1977202
LBR,2019,-0.9351647,-0.8706656,-0.2571938,-1.2862251
LBR,2020,-0.9601829,-0.8553585,-0.2201026,-1.3754275
LBR,2021,-0.9457248,-0.8429491,-0.2103506,-1.3272215
LBR,2022,-0.9669682,-0.8587464,-0.2807974,-1.3315969
LBR,2023,-0.9050469,-0.8997457,-0.174048,-1.2153121
LBR,2024,-0.8418216,-0.868004,-0.228549,-1.246293
LBY,2010,-1.2492866,-1.1938263,-0.4787846,-1.2821058
LBY,2011,-1.4491899,-1.1904098,-1.6341249,-1.2825394
LBY,2012,-1.3472691,-1.0379947,-1.5745603,-1.3979031
LBY,2013,-1.5750015,-1.3948385,-1.9032456,-1.3728325
LBY,2014,-1.9460903,-1.5953619,-2.2652694,-1.5663079
LBY,2015,-2.0211489,-1.7545591,-2.2100778,-1.6501127
LBY,2016,-2.1039014,-1.6960655,-2.2576529,-1.666709
LBY,2017,-1.9779852,-1.6097257,-2.2943152,-1.5287142
LBY,2018,-2.0627355,-1.5684814,-2.2839146,-1.5515532
LBY,2019,-2.0416816,-1.6213786,-2.2589597,-1.5537488
LBY,2020,-1.9895714,-1.6334673,-2.2231779,-1.6327551
LBY,2021,-1.9018167,-1.5627941,-2.2069296,-1.4589466
LBY,2022,-1.9030704,-1.7431898,-2.0039725,-1.563716
LBY,2023,-1.8217848,-1.6684729,-2.0418754,-1.447749
LBY,2024,-1.7391073,-1.6980126,-1.8964767,-1.419488
LIE,2010,1.7123847,1.6760806,1.644869,1.7144028
LIE,2011,1.7128762,1.6504211,1.6405927,1.7135772
LIE,2012,1.7419622,1.5897692,1.6401413,1.7137852
LIE,2013,1.7659616,1.5866416,1.638762,1.7140174
LIE,2014,1.5568901,1.6526677,1.6435264,1.7234083
LIE,2015,1.5612025,1.6540607,1.5056039,1.7216767
LIE,2016,1.5622108,1.6249582,1.5021925,1.7222786
LIE,2017,1.6555279,1.6243963,1.5026105,1.7224741
LIE,2018,1.6559665,1.6319998,1.5055506,1.7235472
LIE,2019,1.6571558,1.6319229,1.6431087,1.7245932
LIE,2020,1.6551308,1.6347175,1.6427344,1.7216059
LIE,2021,1.5620662,1.6323677,1.5846135,1.5136251
LIE,2022,1.5352187,1.7279582,1.5871411,1.5173885
LIE,2023,1.53545,1.7276012,1.5875521,1.6939974
LIE,2024,1.5359738,1.7275435,1.5823538,1.6931644
LTU,2010,0.9389202,0.5982483,0.7159839,0.5772759
LTU,2011,0.9138081,0.5466728,0.6843003,0.5794635
LTU,2012,1.0029205,0.5849095,0.7176973,0.7054268
LTU,2013,1.0155294,0.586968,0.9839797,0.7087016
LTU,2014,1.0103786,0.7406313,0.936572,0.7945609
LTU,2015,1.1895249,0.8491406,0.9444776,0.8794501
LTU,2016,1.0789062,0.9019135,0.9545715,0.8452214
LTU,2017,1.0760082,0.8591134,0.8922634,0.7582409
